Dist_Name,State_Name,DFSI,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Human_fatality,Human_injured,Population,Mean_Flood_Duration
West Karbi Anglong,Assam,13.792560401075464,3.225931636,0.096610327,3.129321309,38,1,363939,26.0
West Khasi Hills,Meghalaya,12.234504460081457,1.198133343,0.006185816,1.191947527,18,5,341864,3.0
West Nimar,Madhya Pradesh,15.15254210391885,1.727264926,0.465974584,1.261290342,52,18,2194354,4.0
West Siang,Arunachal Pradesh,14.206931820531816,0.744207577,0.123427923,0.620779654,52,668,48422,7.0
West Tripura,Tripura,14.77717186516576,0.612502471,0.0,0.612502471,66,110,1081396,4.0
Wokha,Nagaland,7.815000444608371,2.044958036,0.491956258,1.553001778,0,0,164833,4.0
Y.S.R.,Andhra Pradesh,14.315856218355387,1.141752714,1.095797136,0.045955578,144,1,3162142,9.0
Yadadri Bhuvanagiri,Telangana,9.86087462664835,0.630428715,0.084363209,0.546065506,3,0,769265,10.0
Yadgir,Karnataka,14.804164824424284,1.651730783,0.57450138,1.077229403,64,5,1373369,13.0
Yamunanagar,Haryana,13.206928094938394,5.773638579,0.042011596,5.731626983,11,5,1366309,5.0
Yanam,Puducherry,5.860381611156025,32.6562,29.67097127,2.98522873,0,0,47877,7.0
Yavatmal,Maharashtra,14.48260719028669,0.98190471,0.983855741,0.001951031,211,22,3117757,4.0
Zunheboto,Nagaland,9.351020631650451,0.640526895,0.0,0.640526895,4,0,135618,19.0
