SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Manual Hourly (meter)
135,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,20-09-2012 18:00,0.1
136,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,20-09-2012 19:00,0.1
137,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,20-09-2012 20:00,0.1
138,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,20-09-2012 21:00,0.1
139,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,20-09-2012 22:00,0.1
140,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,20-09-2012 23:00,0.1
141,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 00:00,0.1
142,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 01:00,0.1
143,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 13:00,0.05
144,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 14:00,0.1
145,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 15:00,0.05
146,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 16:00,0.05
147,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 17:00,0.1
148,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 18:00,0.05
149,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 19:00,0.05
150,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 20:00,0.05
151,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 21:00,0.05
152,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 22:00,0.05
153,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,21-09-2012 23:00,0.05
154,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 00:00,0.1
155,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 01:00,0.1
156,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 13:00,0.1
157,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 14:00,0.1
158,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 15:00,0.1
159,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 16:00,0.1
160,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 17:00,0.1
161,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 18:00,0.1
162,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 19:00,0.1
163,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 20:00,0.1
164,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 21:00,0.1
165,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 22:00,0.1
166,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,22-09-2012 23:00,0.1
167,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 00:00,0.45
168,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 01:00,0.1
169,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 13:00,0.1
170,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 14:00,0.1
171,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 15:00,0.25
172,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 16:00,0.2
173,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 17:00,0.2
174,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 18:00,0.2
175,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 19:00,0.15
176,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 20:00,0.15
177,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 21:00,0.5
178,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 22:00,0.55
179,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,23-09-2012 23:00,0.5
180,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 00:00,0.15
181,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 01:00,0.4
182,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 13:00,0.3
183,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 14:00,0.25
184,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 15:00,0.25
185,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 16:00,0.2
186,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 17:00,0.2
187,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 18:00,0.2
188,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 19:00,0.2
189,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 20:00,0.15
190,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 21:00,0.15
191,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 22:00,0.15
192,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,24-09-2012 23:00,0.15
193,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 00:00,0.15
194,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 01:00,0.15
195,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 13:00,0.15
196,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 14:00,0.15
197,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 15:00,0.25
198,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 16:00,0.25
199,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 17:00,0.25
200,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 18:00,0.25
201,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 19:00,0.25
202,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 20:00,0.2
203,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 21:00,0.2
204,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 22:00,0.2
205,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,25-09-2012 23:00,0.2
206,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 00:00,0.1
207,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 01:00,0.1
208,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 13:00,0.1
209,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 14:00,0.1
210,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 15:00,0.1
211,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 16:00,0.1
212,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 17:00,0.1
213,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 18:00,0.1
214,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 19:00,0.1
215,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 20:00,0.1
216,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 21:00,0.1
217,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 22:00,0.1
218,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,26-09-2012 23:00,0.1
219,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 00:00,0.05
220,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 01:00,0.1
221,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 13:00,0.05
222,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 14:00,0.05
223,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 15:00,0.05
224,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 16:00,0.05
225,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 17:00,0.05
226,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 18:00,0.05
227,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 19:00,0.05
228,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 20:00,0.05
229,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 21:00,0.05
230,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 22:00,0.05
231,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,27-09-2012 23:00,0.05
232,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 00:00,0.05
233,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 01:00,0.05
234,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 13:00,0.05
235,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 14:00,0.05
236,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 15:00,0.05
237,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 16:00,0.05
238,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 17:00,0.05
239,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 18:00,0.05
240,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 19:00,0.05
241,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 20:00,0.05
242,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 21:00,0.05
243,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 22:00,0.05
244,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,28-09-2012 23:00,0.05
245,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 00:00,0.05
246,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 01:00,0.05
247,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 13:00,0.05
248,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 14:00,0.05
249,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 15:00,0.05
250,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 16:00,0.05
251,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 17:00,0.05
252,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 18:00,0.05
253,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 19:00,0.05
254,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 20:00,0.05
255,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 21:00,0.05
256,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 22:00,0.05
257,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,29-09-2012 23:00,0.05
258,KIM   DELHI,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Tapi,Tapi,-,-,-,-,21.56388889,73.20611111,No,0.0000,166.00,30-09-2012 01:00,0.05
